title,location,brief,style,follow,price tot,price unit,
翠苑五区经典的三房户型南北通透,西湖-翠苑,翠苑五区  | 3室1厅 | 75.68平米 | 南 北 | 简装 | 无电梯,中楼层(共7层)1996年建板楼  -  翠苑,38人关注 / 共10次带看 / 7个月以前发布,348万,单价45984元/平米,
翠苑二区 两房朝南 不沿街 中间楼层 看房随时正对广场,西湖-翠苑,翠苑二区  | 2室1厅 | 55.74平米 | 南 北 | 简装 | 无电梯,中楼层(共6层)1989年建板楼  -  翠苑,6人关注 / 共1次带看 / 9个月以前发布,235万,单价42161元/平米,
一房朝南 中间楼层 配套设施齐* 采光好,西湖-翠苑,翠苑一区  | 1室1厅 | 41.97平米 | 南 | 简装 | 无电梯,中楼层(共6层)1986年建板楼  -  翠苑,6人关注 / 共0次带看 / 3个月以前发布,215万,单价51228元/平米,
东边套，两房朝南，视野不错，业主诚心出售,西湖-翠苑,天苑花园  | 2室1厅 | 72.77平米 | 东南 | 简装 | 有电梯,高楼层(共23层)1998年建塔楼  -  翠苑,18人关注 / 共4次带看 / 1个月以前发布,266万,单价36554元/平米,
翠苑三区 小面积一居 总价低 光线充足,西湖-翠苑,翠苑三区  | 1室0厅 | 32.78平米 | 南 | 简装 | 无电梯,高楼层(共7层)1989年建板楼  -  翠苑,16人关注 / 共0次带看 / 19天以前发布,135万,单价41184元/平米,
翠苑南北户型，满两年，业主诚心出售,西湖-翠苑,翠苑一区  | 2室1厅 | 53.51平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1986年建板楼  -  翠苑,22人关注 / 共0次带看 / 4个月以前发布,243万,单价45413元/平米,
西湖区教师公寓 房子采光好 视眼开阔,西湖-翠苑,西湖区教师公寓  | 2室1厅 | 68.88平米 | 南 | 精装 | 有电梯,中楼层(共18层)2002年建板楼  -  翠苑,25人关注 / 共1次带看 / 2个月以前发布,300万,单价43555元/平米,
翠苑两房朝南，带花园，房东诚心出售,西湖-翠苑,翠苑二区  | 2室0厅 | 44.72平米 | 南 北 | 简装 | 无电梯,低楼层(共7层)1989年建板楼  -  翠苑,11人关注 / 共0次带看 / 2个月以前发布,198万,单价44276元/平米,
翠苑五区 2室1厅 285万,西湖-翠苑,翠苑五区  | 2室1厅 | 70.91平米 | 南 北 | 其他 | 无电梯,中楼层(共7层)1996年建板楼  -  翠苑,4人关注 / 共14次带看 / 4个月以前发布,285万,单价40192元/平米,
翠苑五区，大两房，双卧朝南，户型好,西湖-翠苑,翠苑五区  | 2室1厅 | 76.55平米 | 南 北 | 简装 | 无电梯,7层2000年建板楼  -  翠苑,18人关注 / 共6次带看 / 4个月以前发布,285万,单价37231元/平米,
一区三房，楼层好，采光好，视野好,西湖-翠苑,翠苑一区  | 3室1厅 | 60.08平米 | 东 西 | 精装 | 无电梯,高楼层(共7层)1988年建板楼  -  翠苑,6人关注 / 共1次带看 / 1个月以前发布,295万,单价49102元/平米,
翠苑三区 2室1厅 275万,西湖-翠苑,翠苑三区  | 2室1厅 | 54.3平米 | 南 | 其他 | 无电梯,高楼层(共6层)1989年建板楼  -  翠苑,2人关注 / 共0次带看 / 15天以前发布,275万,单价50645元/平米,
低总价，低楼层，户型格局房子，交通便利,西湖-翠苑,翠苑四区  | 2室1厅 | 48.86平米 | 南 | 简装 | 无电梯,低楼层(共7层)1993年建板楼  -  翠苑,31人关注 / 共0次带看 / 10个月以前发布,220万,单价45027元/平米,
西湖区 电梯房   近 地铁 2居室,西湖-翠苑,西湖区教师公寓  | 2室2厅 | 68平米 | 南 | 简装 | 有电梯,高楼层(共18层)2002年建板楼  -  翠苑,9人关注 / 共0次带看 / 8个月以前发布,350万,单价51471元/平米,
西湖区、70年产权住宅、朝南户型带阳台！,西湖-翠苑,枫华府第  | 1室0厅 | 46.2平米 | 南 | 精装 | 有电梯,高楼层(共25层)2008年建板楼  -  翠苑,17人关注 / 共0次带看 / 5个月以前发布,230万,单价49784元/平米,
翠苑二区，好房急售，看房随时，中间楼层,西湖-翠苑,翠苑二区  | 2室0厅 | 44.72平米 | 南 | 其他 | 无电梯,中楼层(共7层)1989年建板楼  -  翠苑,10人关注 / 共1次带看 / 3个月以前发布,200万,单价44723元/平米,
翠苑四区 1室1厅 158万,西湖-翠苑,翠苑四区  | 1室1厅 | 37.45平米 | 西南 | 简装 | 无电梯,高楼层(共7层)1993年建板楼  -  翠苑,15人关注 / 共0次带看 / 2个月以前发布,158万,单价42190元/平米,
两房朝南，中间楼层，格局通透，适合一家人居住。,西湖-翠苑,天苑花园  | 2室1厅 | 72.77平米 | 南 | 其他 | 有电梯,中楼层(共23层)1998年建塔楼  -  翠苑,9人关注 / 共0次带看 / 1个月以前发布,295万,单价40539元/平米,
朝南小套，楼层好，看房有钥匙.房主自荐,西湖-翠苑,枫华府第  | 1室1厅 | 48.3平米 | 南 | 精装 | 有电梯,中楼层(共25层)2008年建板楼  -  翠苑,6人关注 / 共3次带看 / 1个月以前发布,249万,单价51553元/平米,
标准开间自住装修，设计师专门设计，诚心卖随时可签约,西湖-翠苑,枫华府第  | 1室0厅 | 48.3平米 | 南 | 精装 | 有电梯,高楼层(共25层)2008年建板楼  -  翠苑,17人关注 / 共1次带看 / 4个月以前发布,240万,单价49690元/平米,
此房满五 中上楼层 采光好 房东自住装修,西湖-翠苑,翠苑四区  | 2室1厅 | 51.92平米 | 南 | 简装 | 无电梯,高楼层(共7层)1993年建板楼  -  翠苑,9人关注 / 共0次带看 / 3个月以前发布,226万,单价43529元/平米,
翠苑三区 满五年 有个税 明厨明卫,西湖-翠苑,翠苑三区  | 1室1厅 | 42平米 | 南 | 简装 | 无电梯,高楼层(共6层)1989年建板楼  -  翠苑,3人关注 / 共0次带看 / 3个月以前发布,182万,单价43334元/平米,
两室两厅，西边套户型，楼层好、视野棒。,西湖-翠苑,华星路97号院  | 2室2厅 | 77.58平米 | 南 | 精装 | 无电梯,高楼层(共7层)1997年建板楼  -  翠苑,9人关注 / 共0次带看 / 3个月以前发布,328万,单价42279元/平米,
翠苑三区 清爽装修 两房朝南 明厨明卫 光线好,西湖-翠苑,翠苑三区  | 2室1厅 | 60.92平米 | 南 | 简装 | 无电梯,高楼层(共6层)1989年建板楼  -  翠苑,6人关注 / 共2次带看 / 3个月以前发布,240万,单价39396元/平米,
翠苑三区 五楼 清爽装修 一梯两户 格局方正 光线充足,西湖-翠苑,翠苑三区  | 2室1厅 | 54.54平米 | 南 | 精装 | 无电梯,高楼层(共6层)1989年建板楼  -  翠苑,9人关注 / 共0次带看 / 3个月以前发布,253万,单价46388元/平米,
翠苑三区 低楼层 普通装修 满两年,西湖-翠苑,翠苑三区  | 3室2厅 | 66.52平米 | 南 | 简装 | 无电梯,低楼层(共6层)1989年建板楼  -  翠苑,8人关注 / 共0次带看 / 2个月以前发布,240万,单价36080元/平米,
翠苑逸景湾 精装两房 中间楼层 光线好,西湖-翠苑,翠苑逸景湾  | 2室1厅 | 87.26平米 | 南 | 精装 | 有电梯,中楼层(共26层)2013年建塔楼  -  翠苑,3人关注 / 共0次带看 / 2个月以前发布,375万,单价42976元/平米,
翠苑二区，一南一北户型，南北通透，房东诚心出售,西湖-翠苑,翠苑二区  | 2室1厅 | 54.59平米 | 南 | 简装 | 无电梯,高楼层(共7层)1989年建板楼  -  翠苑,3人关注 / 共0次带看 / 2个月以前发布,248万,单价45430元/平米,
翠苑二区，2室1厅，经典户型，一房南一房北，诚心出售,西湖-翠苑,翠苑二区  | 2室1厅 | 51.61平米 | 南 | 其他 | 无电梯,高楼层(共6层)1989年建板楼  -  翠苑,3人关注 / 共0次带看 / 1个月以前发布,248万,单价48053元/平米,
翠苑一区，南北户型，中间楼层，采光可以,西湖-翠苑,翠苑一区  | 2室1厅 | 49.69平米 | 南 北 | 简装 | 无电梯,中楼层(共5层)1988年建板楼  -  翠苑,2人关注 / 共0次带看 / 1个月以前发布,215万,单价43269元/平米,
翠苑二区两室，户型方正，业主诚心卖。,西湖-翠苑,翠苑二区  | 2室1厅 | 50.4平米 | 南 | 精装 | 无电梯,中楼层(共6层)1989年建板楼  -  翠苑,3人关注 / 共1次带看 / 1个月以前发布,245万,单价48612元/平米,
总价低，可改两房，户口不占，家电齐*，5平花园房主自荐,西湖-翠苑,翠苑一区  | 1室1厅 | 32平米 | 南 | 简装 | 无电梯,低楼层(共6层)1986年建板楼  -  翠苑,53人关注 / 共1次带看 / 9个月以前发布,153万,单价47813元/平米,
房子两房朝南，东边套，房东诚心出售,西湖-翠苑,华星公寓  | 3室1厅 | 88.78平米 | 南 | 简装 | 无电梯,低楼层(共6层)1995年建板楼  -  翠苑,1人关注 / 共0次带看 / 2个月以前发布,391万,单价44042元/平米,
翠苑一区 中间楼层 东边套 看房随时,西湖-翠苑,翠苑一区  | 1室1厅 | 43.69平米 | 南 | 毛坯 | 无电梯,中楼层(共6层)1986年建板楼  -  翠苑,0人关注 / 共4次带看 / 6个月以前发布,205万,单价46922元/平米,
翠苑三区 2室1厅 220万,西湖-翠苑,翠苑三区  | 2室1厅 | 50.33平米 | 南 北 | 其他 | 无电梯,高楼层(共6层)1989年建板楼  -  翠苑,6人关注 / 共0次带看 / 5个月以前发布,220万,单价43712元/平米,
翠苑三区 不沿街 中间楼层 两房朝南 清爽装修,西湖-翠苑,翠苑三区  | 2室1厅 | 60.92平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)1989年建板楼  -  翠苑,8人关注 / 共5次带看 / 1个月以前发布,242万,单价39725元/平米,
五区小户型一居室，南北朝向，视野好,西湖-翠苑,翠苑五区  | 1室1厅 | 46.34平米 | 南 北 | 精装 | 无电梯,高楼层(共7层)1996年建板楼  -  翠苑,6人关注 / 共0次带看 / 2个月以前发布,210万,单价45318元/平米,
两房朝南，采光不错，拎包入住，诚心出售,西湖-翠苑,翠苑东四区  | 3室1厅 | 67.54平米 | 南 | 精装 | 无电梯,低楼层(共6层)1998年建板楼  -  翠苑,1人关注 / 共0次带看 / 2个月以前发布,338万,单价50045元/平米,
翠苑五区 2室1厅 255万,西湖-翠苑,翠苑五区  | 2室1厅 | 66.5平米 | 南 | 简装 | 无电梯,高楼层(共7层)1996年建板楼  -  翠苑,1人关注 / 共0次带看 / 2个月以前发布,255万,单价38346元/平米,
小户型  位置好  楼层好  业主诚心出售,西湖-翠苑,翠苑三区  | 1室1厅 | 41平米 | 南 | 其他 | 无电梯,高楼层(共6层)1989年建板楼  -  翠苑,4人关注 / 共0次带看 / 1个月以前发布,155万,单价37805元/平米,
翠苑二区 2室1厅 260万,西湖-翠苑,翠苑二区  | 2室1厅 | 60.43平米 | 南 | 简装 | 无电梯,高楼层(共7层)1989年建板楼  -  翠苑,1人关注 / 共0次带看 / 5个月以前发布,260万,单价43025元/平米,
翠苑东四区 两房 采光无遮挡 中装降价诚售,西湖-翠苑,翠苑东四区  | 2室1厅 | 67平米 | 南 | 简装 | 无电梯,高楼层(共7层)1998年建板楼  -  翠苑,19人关注 / 共0次带看 / 3个月以前发布,280万,单价41792元/平米,
低总价，中间楼层，两房朝南，采光好，看房方便,西湖-翠苑,翠苑一区  | 2室1厅 | 52.99平米 | 南 | 精装 | 无电梯,中楼层(共7层)1988年建板楼  -  翠苑,7人关注 / 共0次带看 / 1个月以前发布,242万,单价45669元/平米,
翠苑五区 电梯房 楼层好 次顶楼,西湖-翠苑,翠苑五区  | 2室1厅 | 67.13平米 | 东 西南 | 简装 | 有电梯,高楼层(共18层)1998年建板楼  -  翠苑,30人关注 / 共1次带看 / 5个月以前发布,243万,单价36199元/平米,
低总价 五楼东边套 *明户型 精装修 采光通风良好房主自荐,西湖-翠苑,翠苑四区  | 2室1厅 | 47.21平米 | 东 | 精装 | 无电梯,高楼层(共6层)1993年建板楼  -  翠苑,38人关注 / 共3次带看 / 2个月以前发布,195万,单价41305元/平米,
一区，飞机户型，采光不错，视野好,西湖-翠苑,翠苑一区  | 2室1厅 | 50.27平米 | 南 | 精装 | 无电梯,高楼层(共7层)1986年建板楼  -  翠苑,10人关注 / 共1次带看 / 1个月以前发布,210万,单价41775元/平米,
户型方正，中间楼层，采光很好，看房方便，明厨明卫,西湖-翠苑,翠苑三区  | 1室1厅 | 41.89平米 | 南 | 简装 | 无电梯,中楼层(共6层)1989年建板楼  -  翠苑,10人关注 / 共2次带看 / 1个月以前发布,165万,单价39389元/平米,
翠苑三区 清爽装修 满五年 中间楼层,西湖-翠苑,翠苑三区  | 2室1厅 | 50.75平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)1989年建板楼  -  翠苑,10人关注 / 共0次带看 / 3个月以前发布,225万,单价44335元/平米,
翠苑二区 两居室 不沿街非顶楼 南北通透 满两年,西湖-翠苑,翠苑二区  | 2室1厅 | 52.26平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)1989年建板楼  -  翠苑,3人关注 / 共0次带看 / 2个月以前发布,240万,单价45925元/平米,
2号线学院路、古翠路站*，房龄新，小区环境闹中取静,西湖-翠苑,西湖区教师公寓  | 2室1厅 | 68.88平米 | 南 | 其他 | 有电梯,低楼层(共18层)2002年建板楼  -  翠苑,4人关注 / 共0次带看 / 3个月以前发布,300万,单价43555元/平米,
翠苑四区 2室1厅 280万,西湖-翠苑,翠苑四区  | 2室1厅 | 55.9平米 | 南 | 其他 | 无电梯,低楼层(共7层)1993年建板楼  -  翠苑,0人关注 / 共0次带看 / 3个月以前发布,280万,单价50090元/平米,
自住装修*明经典手枪户型，不沿街,西湖-翠苑,翠苑二区  | 2室1厅 | 56.37平米 | 南 | 精装 | 无电梯,低楼层(共7层)1989年建板楼  -  翠苑,5人关注 / 共0次带看 / 2个月以前发布,240万,单价42576元/平米,
翠苑二区 2室1厅 240万,西湖-翠苑,翠苑二区  | 2室1厅 | 56.37平米 | 南 | 其他 | 无电梯,高楼层(共7层)1989年建板楼  -  翠苑,3人关注 / 共2次带看 / 2个月以前发布,240万,单价42576元/平米,
三区好房子来了房东诚心卖自住装修拎包入住,西湖-翠苑,翠苑三区  | 2室1厅 | 41.09平米 | 南 | 其他 | 无电梯,中楼层(共6层)1989年建板楼  -  翠苑,4人关注 / 共0次带看 / 1个月以前发布,188万,单价45754元/平米,
两房朝南，中间楼层，地段好近学院路站,西湖-翠苑,翠苑一区  | 2室1厅 | 41.37平米 | 南 | 其他 | 无电梯,中楼层(共7层)1986年建板楼  -  翠苑,2人关注 / 共0次带看 / 1个月以前发布,210万,单价50762元/平米,
翠苑五区 2室1厅 285万,西湖-翠苑,翠苑五区  | 2室1厅 | 71.27平米 | 南 | 简装 | 无电梯,高楼层(共7层)1996年建板楼  -  翠苑,4人关注 / 共0次带看 / 1个月以前发布,285万,单价39989元/平米,
满五唯一，采光很好，精装修，业主诚售,西湖-翠苑,翠苑三区  | 2室1厅 | 53.18平米 | 西北 | 精装 | 无电梯,高楼层(共6层)1989年建板楼  -  翠苑,12人关注 / 共0次带看 / 31天以前发布,220万,单价41369元/平米,
翠苑一区 小户型   122万  采光视野好,西湖-翠苑,翠苑一区  | 1室0厅 | 24.53平米 | 南 | 简装 | 无电梯,高楼层(共7层)1988年建板楼  -  翠苑,325人关注 / 共3次带看 / 10个月以前发布,122万,单价49736元/平米,
70年产权精装公寓高楼层，视野好！业主很诚心卖！,西湖-翠苑,枫华府第  | 1室1厅 | 48.3平米 | 南 | 精装 | 有电梯,中楼层(共25层)2008年建板楼  -  翠苑,12人关注 / 共0次带看 / 5个月以前发布,250万,单价51760元/平米,
中间楼层精装小户型，总价低可拎包入住,西湖-翠苑,翠苑四区  | 1室1厅 | 40.71平米 | 南 | 其他 | 无电梯,中楼层(共6层)1993年建板楼  -  翠苑,45人关注 / 共0次带看 / 3个月以前发布,175万,单价42987元/平米,
翠苑五区 近地铁 读书方便 配套齐*,西湖-翠苑,翠苑五区  | 2室1厅 | 76.62平米 | 南 北 | 简装 | 无电梯,低楼层(共7层)1996年建板楼  -  翠苑,6人关注 / 共1次带看 / 3个月以前发布,280万,单价36544元/平米,
翠苑二区，两房朝南，楼层好，房东诚心出售。,西湖-翠苑,翠苑二区  | 2室0厅 | 44.99平米 | 南 | 简装 | 无电梯,中楼层(共7层)1989年建板楼  -  翠苑,0人关注 / 共0次带看 / 12天以前发布,195万,单价43343元/平米,
翠苑四区 1室1厅 160万新上,西湖-翠苑,翠苑四区  | 1室1厅 | 36.24平米 | 南 | 简装 | 无电梯,中楼层(共7层)1993年建板楼  -  翠苑,0人关注 / 共0次带看 / 3天以前发布,160万,单价44151元/平米,
房东诚心出售，房子比较好，户型端正明亮，采光很好。新上,西湖-翠苑,翠苑五区  | 2室1厅 | 53.78平米 | 南 | 精装 | 无电梯,中楼层(共7层)1995年建板楼  -  翠苑,9人关注 / 共0次带看 / 3天以前发布,230万,单价42767元/平米,
翠苑三区 两房朝南 楼层好 光线充足 视野开阔新上,西湖-翠苑,翠苑三区  | 2室1厅 | 50.4平米 | 南 | 精装 | 无电梯,高楼层(共6层)1989年建板楼  -  翠苑,1人关注 / 共0次带看 / 2天以前发布,220万,单价43651元/平米,
翠苑四区清爽两居室，户型方正采光好新上,西湖-翠苑,翠苑四区  | 2室1厅 | 56.91平米 | 南 | 简装 | 无电梯,高楼层(共7层)1993年建板楼  -  翠苑,0人关注 / 共0次带看 / 2天以前发布,220万,单价38658元/平米,
自住精装两房，东边套。楼层合适，采光好，不遮挡新上,西湖-翠苑,天苑花园  | 2室1厅 | 66.73平米 | 东 南 | 精装 | 有电梯,低楼层(共24层)1998年建塔楼  -  翠苑,0人关注 / 共0次带看 / 2天以前发布,250万,单价37465元/平米,
三开间朝南  双阳台，*明户型 翠苑大三房,西湖-翠苑,翠苑四区  | 3室2厅 | 93.23平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)1993年建板楼  -  翠苑,36人关注 / 共10次带看 / 8个月以前发布,395万,单价42369元/平米,
